index	h_id	uniprot_id
1223	h_1223	P29218
1224	h_1224	P23280
1225	h_1225	Q04844
1226	h_1226	Q9Y289
1227	h_1227	Q03405
1228	h_1228	P18507
1229	h_1229	P98164
1230	h_1230	Q12882
1231	h_1231	Q9BRS2
1232	h_1232	P43005
1233	h_1233	P06400
1234	h_1234	P11413
1235	h_1235	Q9H3D4
1236	h_1236	Q92793
1237	h_1237	P55212
1238	h_1238	Q9UG22
1239	h_1239	Q05315
1240	h_1240	Q92820
1241	h_1241	B4DUR8
1242	h_1242	P24310
1243	h_1243	O60840
1244	h_1244	Q06609
1245	h_1245	Q13621
1246	h_1246	O14880
1247	h_1247	Q9NXS2
1248	h_1248	O94956
1249	h_1249	P32745
1250	h_1250	Q13554
1251	h_1251	Q8N119
1252	h_1252	Q9UN37
1253	h_1253	Q9UJT0
1254	h_1254	O43175
1255	h_1255	P50416
1256	h_1256	O60909
1257	h_1257	Q9Y5R8
1258	h_1258	Q14790
1259	h_1259	O14578
1260	h_1260	P10745
1261	h_1261	Q16611
1262	h_1262	Q8TD30
1263	h_1263	P54762
1264	h_1264	Q16790
1265	h_1265	O14786
1266	h_1266	Q9UN76
1267	h_1267	P63165
1268	h_1268	O14717
1269	h_1269	P40394
1270	h_1270	O43169
1271	h_1271	Q8NBQ5
1272	h_1272	Q9H936
1273	h_1273	P51687
1274	h_1274	Q96P88
1275	h_1275	Q9UBQ7
1276	h_1276	Q15436
1277	h_1277	Q8N159
1278	h_1278	P19525
1279	h_1279	P41145
1280	h_1280	P16473
1281	h_1281	P18848
1282	h_1282	P13631
1283	h_1283	P11245
1284	h_1284	P03891
1285	h_1285	Q9Y223
1286	h_1286	O00555
1287	h_1287	O15066
1288	h_1288	Q9NS18
1289	h_1289	Q15120
1290	h_1290	Q9HCE7
1291	h_1291	Q9UGJ1
1292	h_1292	Q14654
1293	h_1293	Q8WXI4
1294	h_1294	P19801
1295	h_1295	P30536
1296	h_1296	P28476
1297	h_1297	P18085
1298	h_1298	Q02218
1299	h_1299	P36896
1300	h_1300	P05120
1301	h_1301	G1SFX7
1302	h_1302	Q06520
1303	h_1303	P20810
1304	h_1304	P26368
1305	h_1305	P30531
1306	h_1306	P07225
1307	h_1307	Q7Z2W7
1308	h_1308	P30153
1309	h_1309	P63208
1310	h_1310	P52630
1311	h_1311	Q6VVX0
1312	h_1312	Q14839
1313	h_1313	Q96C36
1314	h_1314	O15379
1315	h_1315	P68133
1316	h_1316	P55809
1317	h_1317	Q9NZK5
1318	h_1318	P32297
1319	h_1319	Q8R3R8
1320	h_1320	Q86SZ2
1321	h_1321	Q99707
1322	h_1322	P61221
1323	h_1323	P62873
1324	h_1324	P01138
1325	h_1325	P24941
1326	h_1326	Q8WVN8
1327	h_1327	P18146
1328	h_1328	Q96BD0
1329	h_1329	Q9H299
1330	h_1330	P19105
1331	h_1331	P11836
1332	h_1332	P18054
1333	h_1333	P36959
1334	h_1334	Q14914
1335	h_1335	P36222
1336	h_1336	Q10588
1337	h_1337	P62913
1338	h_1338	Q06124
1339	h_1339	Q01668
1340	h_1340	P00395
1341	h_1341	P15813
1342	h_1342	P17405
1343	h_1343	Q12791
1344	h_1344	Q9UK17
1345	h_1345	O43809
1346	h_1346	Q9HCG7
1347	h_1347	Q14994
1348	h_1348	P35408
1349	h_1349	P04080
1350	h_1350	P48551
1351	h_1351	Q9BZW2
1352	h_1352	P47929
1353	h_1353	Q96GA7
1354	h_1354	P23946
1355	h_1355	P54819
1356	h_1356	O60779
1357	h_1357	Q8WTS6
1358	h_1358	O75581
1359	h_1359	P56381
1360	h_1360	P08319
1361	h_1361	Q96GD4
1362	h_1362	Q14330
1363	h_1363	P42574
1364	h_1364	P24311
1365	h_1365	P25116
1366	h_1366	P50579
1367	h_1367	O14735
1368	h_1368	P61587
1369	h_1369	P21281
1370	h_1370	P23368
1371	h_1371	Q9Y6K8
1372	h_1372	P62847
1373	h_1373	P16444
1374	h_1374	Q9H361
1375	h_1375	P00533
1376	h_1376	Q14764
1377	h_1377	Q15166
1378	h_1378	Q9GZR5
1379	h_1379	Q15842
1380	h_1380	P05187
1381	h_1381	P07477
1382	h_1382	P49759
1383	h_1383	P63000
1384	h_1384	P00742
1385	h_1385	P60174
1386	h_1386	P35218
1387	h_1387	Q93088
1388	h_1388	Q01524
1389	h_1389	P02775
1390	h_1390	P30613
1391	h_1391	Q9GZU7
1392	h_1392	Q15768
1393	h_1393	P00750
1394	h_1394	P30038
1395	h_1395	P01241
1396	h_1396	P12259
1397	h_1397	P52209
1398	h_1398	Q99519
1399	h_1399	Q99250
1400	h_1400	Q9HCN6
1401	h_1401	Q16613
1402	h_1402	P11511
1403	h_1403	Q99496
1404	h_1404	P47901
1405	h_1405	P37173
1406	h_1406	P17707
1407	h_1407	P81274
1408	h_1408	O60493
1409	h_1409	P04040
1410	h_1410	P20941
1411	h_1411	Q9Y2T3
1412	h_1412	P01574
1413	h_1413	Q15046
1414	h_1414	P25787
1415	h_1415	Q9JIS1
1416	h_1416	Q9BXI2
1417	h_1417	Q9HB20
1418	h_1418	F1D8S4
1419	h_1419	Q14534
1420	h_1420	P48637
1421	h_1421	Q9UGB7
1422	h_1422	O95782
1423	h_1423	P53674
1424	h_1424	O95149
1425	h_1425	P15538
1426	h_1426	P49585
1427	h_1427	P16860
1428	h_1428	Q9HCC0
1429	h_1429	P47712
1430	h_1430	Q08188
1431	h_1431	P13612
1432	h_1432	Q8TEA8
1433	h_1433	Q16698
1434	h_1434	Q16719
1435	h_1435	P08473
1436	h_1436	J3KNR5
1437	h_1437	Q9H0R4
1438	h_1438	P13674
1439	h_1439	P00491
1440	h_1440	Q15848
1441	h_1441	O75390
1442	h_1442	P78559
1443	h_1443	O60218
1444	h_1444	Q8NFJ5
1445	h_1445	P48169
1446	h_1446	P35568
1447	h_1447	P22695
1448	h_1448	P29508
1449	h_1449	P16519
1450	h_1450	Q9UII2
1451	h_1451	Q92913
1452	h_1452	P54278
1453	h_1453	P10768
1454	h_1454	P53990
1455	h_1455	Q15078
1456	h_1456	P46060
1457	h_1457	P51580
1458	h_1458	P60026
1459	h_1459	O00459
1460	h_1460	Q9NVH6
1461	h_1461	Q9Y4I1
1462	h_1462	Q6PI48
1463	h_1463	P80365
1464	h_1464	P31358
1465	h_1465	P80404
1466	h_1466	P29376
1467	h_1467	P24557
1468	h_1468	Q99497
1469	h_1469	O94808
1470	h_1470	P41250
1471	h_1471	P55011
1472	h_1472	Q92692
1473	h_1473	P11766
1474	h_1474	H2QLB4
1475	h_1475	P11309
1476	h_1476	P15090
1477	h_1477	Q9UKM7
1478	h_1478	O75311
1479	h_1479	P48740
1480	h_1480	Q99418
1481	h_1481	O43766
1482	h_1482	P53778
1483	h_1483	P48506
1484	h_1484	Q9NY72
1485	h_1485	P12883
1486	h_1486	Q9UI33
1487	h_1487	Q7L804
1488	h_1488	P07202
1489	h_1489	P08183
1490	h_1490	P08246
1491	h_1491	Q7LG56
1492	h_1492	Q02643
1493	h_1493	Q9Y4W6
1494	h_1494	Q16739
1495	h_1495	Q9NP56
1496	h_1496	Q8IVH4
1497	h_1497	Q08462
1498	h_1498	O95477
1499	h_1499	Q9Y689
1500	h_1500	P18405
1501	h_1501	O75879
1502	h_1502	P33121
1503	h_1503	Q86Y39
1504	h_1504	Q6NXR0
1505	h_1505	Q8N5Z0
1506	h_1506	P38484
1507	h_1507	P62266
1508	h_1508	P61158
1509	h_1509	Q6ZUT9
1510	h_1510	P13716
1511	h_1511	P46459
1512	h_1512	Q9GZX6
1513	h_1513	O00443
1514	h_1514	Q9NR19
1515	h_1515	Q16566
1516	h_1516	P22694
1517	h_1517	O75688
1518	h_1518	P16233
1519	h_1519	P32119
1520	h_1520	O75493
1521	h_1521	Q9BQD3
1522	h_1522	Q99467
1523	h_1523	P50479
1524	h_1524	P00390
1525	h_1525	O14649
1526	h_1526	Q9H8S9
1527	h_1527	Q8WVQ1
1528	h_1528	P35219
1529	h_1529	P03956
1530	h_1530	P27797
1531	h_1531	Q9H6Z9
1532	h_1532	Q9H999
1533	h_1533	P61218
1534	h_1534	Q99835
1535	h_1535	P55769
1536	h_1536	Q92781
1537	h_1537	Q16651
1538	h_1538	O60674
1539	h_1539	Q9UHL4
1540	h_1540	P02776
1541	h_1541	H2QIZ3
1542	h_1542	Q9UI32
1543	h_1543	O95932
1544	h_1544	P11678
1545	h_1545	Q9NS85
1546	h_1546	P78334
1547	h_1547	Q9UK80
1548	h_1548	P40429
1549	h_1549	Q8IWT1
1550	h_1550	P51665
1551	h_1551	Q9HAV4
1552	h_1552	Q96DP5
1553	h_1553	P07384
1554	h_1554	P05107
1555	h_1555	P23219
1556	h_1556	P09327
1557	h_1557	Q6IB77
1558	h_1558	P53609
1559	h_1559	G2HGD2
1560	h_1560	Q14031
1561	h_1561	Q9UGI8
1562	h_1562	Q8N4M1
1563	h_1563	P11216
1564	h_1564	P17948
1565	h_1565	Q9HCM2
1566	h_1566	Q8IWA5
1567	h_1567	Q9UBX3
1568	h_1568	P14550
1569	h_1569	P17302
1570	h_1570	Q6ZQN7
1571	h_1571	P46976
1572	h_1572	Q9UBT2
1573	h_1573	Q9H0P0
1574	h_1574	P19320
1575	h_1575	Q13362
1576	h_1576	Q13813
1577	h_1577	P20309
1578	h_1578	Q9H2K2
1579	h_1579	Q9P2K8
1580	h_1580	O60896
1581	h_1581	P06241
1582	h_1582	P26196
1583	h_1583	Q00266
1584	h_1584	Q13432
1585	h_1585	Q15648
1586	h_1586	P55157
1587	h_1587	P12004
1588	h_1588	P03951
1589	h_1589	O00182
1590	h_1590	Q8IV48
1591	h_1591	Q9H598
1592	h_1592	P42330
1593	h_1593	P55087
1594	h_1594	Q8IWL1
1595	h_1595	Q7L3T8
1596	h_1596	P22894
1597	h_1597	Q9UQL6
1598	h_1598	P15085
1599	h_1599	Q9NWW6
1600	h_1600	Q5NVQ3
1601	h_1601	P18283
1602	h_1602	O76074
1603	h_1603	O95178
1604	h_1604	O60844
1605	h_1605	O14777
1606	h_1606	P28161
1607	h_1607	Q86U86
1608	h_1608	P10523
1609	h_1609	P51659
1610	h_1610	Q15746
1611	h_1611	P46098
1612	h_1612	P07205
1613	h_1613	P51787
1614	h_1614	Q13191
1615	h_1615	P02746
1616	h_1616	Q9BZL6
1617	h_1617	P31513
1618	h_1618	P28223
1619	h_1619	P48735
1620	h_1620	P01137
1621	h_1621	P61586
1622	h_1622	P53350
1623	h_1623	O75762
1624	h_1624	P40763
1625	h_1625	Q86VW1
1626	h_1626	P42081
1627	h_1627	Q5VW32
1628	h_1628	P05091
1629	h_1629	O60701
1630	h_1630	P45880
1631	h_1631	P19622
1632	h_1632	P42357
1633	h_1633	Q8IU85
1634	h_1634	P07195
1635	h_1635	P49788
1636	h_1636	Q96RD7
1637	h_1637	F8WCM5
1638	h_1638	P01031
1639	h_1639	Q13200
1640	h_1640	Q02246
1641	h_1641	Q14353
1642	h_1642	Q6P093
1643	h_1643	P47989
1644	h_1644	Q2TBA0
1645	h_1645	P27338
1646	h_1646	Q96AT9
1647	h_1647	P47897
1648	h_1648	O76041
1649	h_1649	P62829
1650	h_1650	P49137
1651	h_1651	Q9UKA1
1652	h_1652	P05019
1653	h_1653	P24386
1654	h_1654	Q13011
1655	h_1655	Q16769
1656	h_1656	O95622
1657	h_1657	P35237
1658	h_1658	Q6MZZ7
1659	h_1659	P24347
1660	h_1660	Q5IS66
1661	h_1661	P30711
1662	h_1662	O60733
1663	h_1663	P14649
1664	h_1664	Q01581
1665	h_1665	O14732
1666	h_1666	O94768
1667	h_1667	Q86W47
1668	h_1668	Q96ES7
1669	h_1669	P06396
1670	h_1670	P50747
1671	h_1671	P07311
1672	h_1672	P11597
1673	h_1673	Q9Y615
1674	h_1674	P30532
1675	h_1675	P13497
1676	h_1676	O43324
1677	h_1677	P25101
1678	h_1678	O60669
1679	h_1679	O00408
1680	h_1680	P63096
1681	h_1681	P50750
1682	h_1682	Q15843
1683	h_1683	H2QX44
1684	h_1684	Q9H0N5
1685	h_1685	Q9NUB1
1686	h_1686	Q9H2M3
1687	h_1687	P16871
1688	h_1688	Q13907
1689	h_1689	P28070
1690	h_1690	O94832
1691	h_1691	Q9H5I1
1692	h_1692	Q15493
1693	h_1693	P19623
1694	h_1694	B7Z3K3
1695	h_1695	Q04912
1696	h_1696	P04637
1697	h_1697	Q9NRN7
1698	h_1698	P08263
1699	h_1699	P02790
1700	h_1700	P43166
1701	h_1701	Q16637
1702	h_1702	Q9NYY3
1703	h_1703	Q5T5U3
1704	h_1704	P22033
1705	h_1705	P41231
1706	h_1706	Q15031
1707	h_1707	O95342
1708	h_1708	Q9NRG4
1709	h_1709	P35346
1710	h_1710	P43681
1711	h_1711	Q9UJ70
1712	h_1712	P04275
1713	h_1713	P26951
1714	h_1714	O14788
1715	h_1715	Q16348
1716	h_1716	P00973
1717	h_1717	P09619
1718	h_1718	P69892
1719	h_1719	H3BLT4
1720	h_1720	P10144
1721	h_1721	P17540
1722	h_1722	Q7Z3T8
1723	h_1723	P22749
1724	h_1724	P35610
1725	h_1725	P48552
1726	h_1726	P07327
1727	h_1727	P31327
1728	h_1728	P78563
1729	h_1729	P02760
1730	h_1730	P14543
1731	h_1731	P49888
1732	h_1732	Q9Y253
1733	h_1733	P00568
1734	h_1734	P27694
1735	h_1735	Q96D53
1736	h_1736	P13639
1737	h_1737	Q16134
1738	h_1738	P39086
1739	h_1739	Q13029
1740	h_1740	P78348
1741	h_1741	Q14203
1742	h_1742	Q9H4P4
1743	h_1743	P22888
1744	h_1744	P04083
1745	h_1745	P11226
1746	h_1746	P07237
1747	h_1747	J3QSS1
1748	h_1748	Q9BW91
1749	h_1749	Q03721
1750	h_1750	P13727
1751	h_1751	P08922
1752	h_1752	Q9Y5K3
1753	h_1753	P33527
1754	h_1754	P40337
1755	h_1755	P14324
1756	h_1756	P15121
1757	h_1757	P68104
1758	h_1758	O75438
1759	h_1759	Q8IWL3
1760	h_1760	P54727
1761	h_1761	Q8TF42
1762	h_1762	P53671
1763	h_1763	O43772
1764	h_1764	G8JLA1
1765	h_1765	Q99685
1766	h_1766	Q6PHR2
1767	h_1767	Q96NX5
1768	h_1768	Q15274
1769	h_1769	O43683
1770	h_1770	P08833
1771	h_1771	P32320
1772	h_1772	Q9H4M7
1773	h_1773	Q9HA77
1774	h_1774	P08700
1775	h_1775	P27815
1776	h_1776	P21918
1777	h_1777	P29317
1778	h_1778	P02792
1779	h_1779	O94788
1780	h_1780	P02745
1781	h_1781	P0DJD9
1782	h_1782	P29597
1783	h_1783	P33908
1784	h_1784	O95363
1785	h_1785	P48507
1786	h_1786	O14764
1787	h_1787	P10696
1788	h_1788	P07108
1789	h_1789	P29373
1790	h_1790	Q9H3N8
1791	h_1791	P60568
1792	h_1792	O75916
1793	h_1793	P61024
1794	h_1794	P20138
1795	h_1795	Q14032
1796	h_1796	Q9BZZ2
1797	h_1797	Q9UNI1
1798	h_1798	P37288
1799	h_1799	P23975
1800	h_1800	O15169
1801	h_1801	O00180
1802	h_1802	P14060
1803	h_1803	Q9H015
1804	h_1804	P60900
1805	h_1805	O94972
1806	h_1806	Q9UMR2
1807	h_1807	Q6NS38
1808	h_1808	Q9UH73
1809	h_1809	P28066
1810	h_1810	P30044
1811	h_1811	Q01167
1812	h_1812	Q13426
1813	h_1813	P10599
1814	h_1814	O00341
1815	h_1815	Q7Z4I7
1816	h_1816	P07101
1817	h_1817	O60664
1818	h_1818	Q5FBB7
1819	h_1819	Q9UGM6
1820	h_1820	Q96RQ3
1821	h_1821	O43272
1822	h_1822	Q9UNQ0
1823	h_1823	P00450
1824	h_1824	Q9HAW9
1825	h_1825	P34897
1826	h_1826	P17676
1827	h_1827	Q04656
1828	h_1828	Q9Y619
1829	h_1829	Q9HCP0
1830	h_1830	O60729
1831	h_1831	P29120
1832	h_1832	P29377
1833	h_1833	Q8IU57
1834	h_1834	Q9UMR5
1835	h_1835	P35520
1836	h_1836	Q6VAB6
1837	h_1837	P49588
1838	h_1838	P29323
1839	h_1839	Q9Y5S2
1840	h_1840	P62714
1841	h_1841	O15460
1842	h_1842	Q08493
1843	h_1843	O60502
1844	h_1844	Q02878
1845	h_1845	Q8IYW5
1846	h_1846	P41235
1847	h_1847	Q9BZX2
1848	h_1848	P17252
1849	h_1849	P08514
1850	h_1850	P14621
1851	h_1851	Q9NZN4
1852	h_1852	Q9H2X9
1853	h_1853	O75795
1854	h_1854	Q96T60
1855	h_1855	G2HFJ0
1856	h_1856	Q92959
1857	h_1857	Q9BXA5
1858	h_1858	P23919
1859	h_1859	O60551
1860	h_1860	P56192
1861	h_1861	Q30201
1862	h_1862	Q96FI4
1863	h_1863	P55263
1864	h_1864	Q96DU7
1865	h_1865	Q9Y697
1866	h_1866	O95831
1867	h_1867	Q13490
1868	h_1868	P48167
1869	h_1869	Q9Y678
1870	h_1870	P07360
1871	h_1871	Q9BYN0
1872	h_1872	Q9P0Z9
1873	h_1873	Q9NQL2
1874	h_1874	Q02543
1875	h_1875	Q08116
1876	h_1876	O60547
1877	h_1877	O94903
1878	h_1878	Q9NR33
1879	h_1879	O15067
1880	h_1880	P23771
1881	h_1881	P35247
1882	h_1882	P07451
1883	h_1883	Q15102
1884	h_1884	P23467
1885	h_1885	Q14677
1886	h_1886	P35225
1887	h_1887	P52895
1888	h_1888	Q9UBM7
1889	h_1889	Q99728
1890	h_1890	P07947
1891	h_1891	P50225
1892	h_1892	P53779
1893	h_1893	P31937
1894	h_1894	Q6B0I6
1895	h_1895	P14778
1896	h_1896	Q8WUM4
1897	h_1897	Q13639
1898	h_1898	P21266
1899	h_1899	O75900
1900	h_1900	P06729
1901	h_1901	Q8NFW8
1902	h_1902	B2R9L7
1903	h_1903	Q99593
1904	h_1904	P02749
1905	h_1905	O15164
1906	h_1906	P02794
1907	h_1907	P42126
1908	h_1908	Q9NPA1
1909	h_1909	Q96KP1
1910	h_1910	Q9ULH7
1911	h_1911	P46721
1912	h_1912	O75976
1913	h_1913	P22061
1914	h_1914	Q96RG2
1915	h_1915	P51800
1916	h_1916	Q9BYV1
1917	h_1917	Q15075
1918	h_1918	Q13418
1919	h_1919	P51955
1920	h_1920	P08173
1921	h_1921	Q6IBS0
1922	h_1922	P20248
1923	h_1923	P11926
1924	h_1924	P25774
1925	h_1925	Q8IUQ4
1926	h_1926	Q13126
1927	h_1927	Q96RS0
1928	h_1928	Q96FL8
1929	h_1929	O60494
1930	h_1930	Q96GR2
1931	h_1931	O43678
1932	h_1932	P35869
1933	h_1933	P39687
1934	h_1934	P07148
1935	h_1935	P49354
1936	h_1936	P33176
1937	h_1937	G1PTV7
1938	h_1938	P01854
1939	h_1939	O95180
1940	h_1940	P15151
1941	h_1941	P05121
1942	h_1942	P16157
1943	h_1943	P62888
1944	h_1944	O75380
1945	h_1945	Q9NPD5
1946	h_1946	Q9H6Z4
1947	h_1947	P30874
1948	h_1948	O15270
1949	h_1949	P10828
1950	h_1950	Q9Y3D6
1951	h_1951	P52952
1952	h_1952	Q9Y3Z3
1953	h_1953	Q9H461
1954	h_1954	P06756
1955	h_1955	O75015
1956	h_1956	P15918
1957	h_1957	P35914
1958	h_1958	P84098
1959	h_1959	Q6PHW0
1960	h_1960	Q9HB40
1961	h_1961	P51857
1962	h_1962	P07864
1963	h_1963	Q92930
1964	h_1964	Q9UP95
1965	h_1965	P38398
1966	h_1966	P56199
1967	h_1967	O15399
1968	h_1968	Q13625
1969	h_1969	P30838
1970	h_1970	Q14451
1971	h_1971	P06737
1972	h_1972	Q13183
1973	h_1973	P06276
1974	h_1974	Q9C005
1975	h_1975	P78540
1976	h_1976	O95907
1977	h_1977	Q8NCW5
1978	h_1978	P26440
1979	h_1979	P54886
1980	h_1980	Q9Y478
1981	h_1981	Q9H2S1
1982	h_1982	Q53GD3
1983	h_1983	P07711
1984	h_1984	Q13620
1985	h_1985	Q08499
1986	h_1986	Q53EL6
1987	h_1987	P22234
1988	h_1988	P02649
1989	h_1989	P02778
1990	h_1990	P46597
1991	h_1991	P12821
1992	h_1992	Q9ULX7
1993	h_1993	O00187
1994	h_1994	Q6P587
1995	h_1995	Q13093
1996	h_1996	P30876
1997	h_1997	O14561
1998	h_1998	P05543
1999	h_1999	Q9Y259
2000	h_2000	P01215
