index	h_id	uniprot_id
1036	h_1036	Q21481
1575	h_1575	Q21501
1196	h_1196	Q21531
16	h_16	Q21539
185	h_185	Q21544
1487	h_1487	Q21554
1237	h_1237	Q21614
1188	h_1188	Q21624
1380	h_1380	Q21633
807	h_807	Q21693
875	h_875	Q21697
824	h_824	Q21702
1032	h_1032	Q21703
1444	h_1444	Q21735
931	h_931	Q21736
1833	h_1833	Q21740
1346	h_1346	Q21742
1009	h_1009	Q21750
845	h_845	Q21751
279	h_279	Q21752
327	h_327	Q21762
1125	h_1125	Q21773
78	h_78	Q21774
1674	h_1674	Q21801
580	h_580	Q21817
1816	h_1816	Q21824
1330	h_1330	Q21832
1868	h_1868	Q21890
1290	h_1290	Q21918
599	h_599	Q21926
1537	h_1537	Q21929
299	h_299	Q21944
1283	h_1283	Q21952
717	h_717	Q21962
54	h_54	Q21966
1776	h_1776	Q22000
1822	h_1822	Q22013
1505	h_1505	Q22015
1443	h_1443	Q22017
318	h_318	Q22018
1123	h_1123	Q22019
698	h_698	Q22031
57	h_57	Q22053
443	h_443	Q22054
1718	h_1718	Q22067
1489	h_1489	Q22070
352	h_352	Q22100
715	h_715	Q22101
1233	h_1233	Q22111
1344	h_1344	Q22120
294	h_294	Q22134
655	h_655	Q22137
1268	h_1268	Q22143
1312	h_1312	Q22170
1762	h_1762	Q22171
1155	h_1155	Q22189
1753	h_1753	Q22227
245	h_245	Q22230
219	h_219	Q22236
805	h_805	Q22279
1043	h_1043	Q22307
930	h_930	Q22308
1777	h_1777	Q22317
869	h_869	Q22323
1287	h_1287	Q22343
481	h_481	Q22347
579	h_579	Q22352
1167	h_1167	Q22366
848	h_848	Q22370
1615	h_1615	Q22419
623	h_623	Q22453
1625	h_1625	Q22460
912	h_912	Q22492
483	h_483	Q22501
765	h_765	Q22516
1526	h_1526	Q22601
1329	h_1329	Q22615
1327	h_1327	Q22619
188	h_188	Q22620
678	h_678	Q22633
700	h_700	Q22640
998	h_998	Q22682
164	h_164	Q22716
1706	h_1706	Q22741
1064	h_1064	Q22744
1377	h_1377	Q22752
1348	h_1348	Q22798
538	h_538	Q22799
1073	h_1073	Q22820
574	h_574	Q22825
648	h_648	Q22856
1594	h_1594	Q22885
1870	h_1870	Q22888
328	h_328	Q22895
1744	h_1744	Q22915
1602	h_1602	Q22918
955	h_955	Q22922
1691	h_1691	Q22942
1524	h_1524	Q22943
1601	h_1601	Q22945
705	h_705	Q22947
963	h_963	Q22967
855	h_855	Q22968
1569	h_1569	Q22972
619	h_619	Q23022
1308	h_1308	Q23042
323	h_323	Q23068
999	h_999	Q23089
516	h_516	Q23116
1068	h_1068	Q23122
708	h_708	Q23124
689	h_689	Q23126
1180	h_1180	Q23146
746	h_746	Q23155
21	h_21	Q23158
1655	h_1655	Q23165
161	h_161	Q23191
873	h_873	Q23195
1397	h_1397	Q23202
350	h_350	Q23223
227	h_227	Q23240
222	h_222	Q23255
409	h_409	Q23261
1503	h_1503	Q23270
1702	h_1702	Q23280
1199	h_1199	Q23295
967	h_967	Q23315
556	h_556	Q23320
72	h_72	Q23356
714	h_714	Q23360
1711	h_1711	Q23368
658	h_658	Q23384
1204	h_1204	Q23400
1507	h_1507	Q23404
1603	h_1603	Q23449
68	h_68	Q23451
1334	h_1334	Q23457
730	h_730	Q23463
1262	h_1262	Q23493
1735	h_1735	Q23500
879	h_879	Q23511
479	h_479	Q23528
1479	h_1479	Q23541
843	h_843	Q23543
203	h_203	Q23571
911	h_911	Q23588
1220	h_1220	Q23621
1854	h_1854	Q23623
779	h_779	Q23639
712	h_712	Q23670
966	h_966	Q27245
662	h_662	Q27389
485	h_485	Q27474
973	h_973	Q27481
654	h_654	Q27483
248	h_248	Q27488
840	h_840	Q27492
242	h_242	Q27504
1171	h_1171	Q27522
948	h_948	Q27526
132	h_132	Q27535
1316	h_1316	Q27536
131	h_131	Q27538
1467	h_1467	Q27873
75	h_75	Q27874
1133	h_1133	Q27888
296	h_296	Q2AAB9
312	h_312	Q2L6U6
71	h_71	Q2L6Y6
1599	h_1599	Q2V4S2
866	h_866	Q2WF65
1277	h_1277	Q2XN02
1117	h_1117	Q2YS41
1452	h_1452	Q304D5
1177	h_1177	Q3HKD3
905	h_905	Q3S1J8
737	h_737	Q45FX5
1057	h_1057	Q4A1S8
1703	h_1703	Q4R128
1690	h_1690	Q4TT88
1546	h_1546	Q4W4Z2
631	h_631	Q564Q1
505	h_505	Q5FC21
996	h_996	Q5TYK5
146	h_146	Q5WRP2
305	h_305	Q5WRS4
1825	h_1825	Q5ZEQ3
1502	h_1502	Q65CM5
539	h_539	Q65ZG6
541	h_541	Q6A1T5
1173	h_1173	Q6AHP8
1571	h_1571	Q6AHQ8
774	h_774	Q6BER5
283	h_283	Q6BET0
1224	h_1224	Q6DNF3
139	h_139	Q7JKY3
302	h_302	Q7JMA9
400	h_400	Q7JNG1
528	h_528	Q7JNP9
537	h_537	Q7JP61
303	h_303	Q7JP68
1252	h_1252	Q7JP75
1648	h_1648	Q7JP80
1371	h_1371	Q7K755
1099	h_1099	Q7KX00
1366	h_1366	Q7YTG6
1768	h_1768	Q7YTG9
231	h_231	Q7YTI0
1803	h_1803	Q7YTQ6
589	h_589	Q7YTU0
1244	h_1244	Q7YWN1
1672	h_1672	Q7YXH5
1659	h_1659	Q7Z003
1276	h_1276	Q7Z137
604	h_604	Q7Z1Q3
709	h_709	Q86D20
1253	h_1253	Q86D99
1624	h_1624	Q86G90
1	h_1	Q86ME6
1775	h_1775	Q86MF0
892	h_892	Q86MG7
187	h_187	Q86S57
1454	h_1454	Q8I100
716	h_716	Q8I111
94	h_94	Q8I136
192	h_192	Q8I4A4
440	h_440	Q8I4E5
1463	h_1463	Q8I4G4
1699	h_1699	Q8I4K2
141	h_141	Q8IA75
201	h_201	Q8IAA9
342	h_342	Q8IG39
1407	h_1407	Q8ITY4
545	h_545	Q8ITY6
637	h_637	Q8IU09
1807	h_1807	Q8MP09
1325	h_1325	Q8MQA1
1527	h_1527	Q8MQC5
1700	h_1700	Q8MQE6
107	h_107	Q8MXI4
1120	h_1120	Q8MXS7
1568	h_1568	Q8MXS8
814	h_814	Q8MXT1
1758	h_1758	Q8MXU3
1740	h_1740	Q8MXV8
1234	h_1234	Q8MYL7
1707	h_1707	Q8T3G2
339	h_339	Q8T5S1
755	h_755	Q8T8B9
1698	h_1698	Q8TA65
771	h_771	Q8WQA4
124	h_124	Q8WQA8
668	h_668	Q8WQB2
965	h_965	Q8WQB3
1426	h_1426	Q8WQC0
870	h_870	Q8WQC9
763	h_763	Q8WQF3
1676	h_1676	Q8WQL7
951	h_951	Q8WT44
383	h_383	Q8WTM6
1497	h_1497	Q93167
362	h_362	Q93168
558	h_558	Q93169
1585	h_1585	Q93204
1484	h_1484	Q93244
5	h_5	Q93315
1124	h_1124	Q93324
92	h_92	Q93332
229	h_229	Q93338
48	h_48	Q93341
217	h_217	Q93353
236	h_236	Q93379
1031	h_1031	Q93454
194	h_194	Q93456
1836	h_1836	Q93459
1642	h_1642	Q93550
990	h_990	Q93569
620	h_620	Q93571
502	h_502	Q93572
530	h_530	Q93576
171	h_171	Q93615
33	h_33	Q93619
260	h_260	Q93650
531	h_531	Q93703
1412	h_1412	Q93705
1238	h_1238	Q93714
1058	h_1058	Q93716
772	h_772	Q93725
380	h_380	Q93761
526	h_526	Q93794
1861	h_1861	Q93849
1087	h_1087	Q93871
408	h_408	Q93873
1280	h_1280	Q93934
1203	h_1203	Q93968
690	h_690	Q93971
251	h_251	Q94013
375	h_375	Q94045
656	h_656	Q94055
1317	h_1317	Q94124
885	h_885	Q94125
513	h_513	Q94230
83	h_83	Q94231
61	h_61	Q94234
1705	h_1705	Q94241
676	h_676	Q94272
1680	h_1680	Q94282
29	h_29	Q94300
592	h_592	Q94316
1122	h_1122	Q94392
95	h_95	Q95003
1848	h_1848	Q95005
643	h_643	Q95008
590	h_590	Q95NM6
1491	h_1491	Q95PW9
98	h_98	Q95PX7
430	h_430	Q95PY8
903	h_903	Q95Q11
576	h_576	Q95Q25
391	h_391	Q95Q32
394	h_394	Q95Q34
1339	h_1339	Q95Q57
1131	h_1131	Q95Q62
421	h_421	Q95Q89
1025	h_1025	Q95Q98
1555	h_1555	Q95QC4
565	h_565	Q95QD6
567	h_567	Q95QE2
348	h_348	Q95QE8
703	h_703	Q95QH7
450	h_450	Q95QI6
664	h_664	Q95QI7
1438	h_1438	Q95QL2
1260	h_1260	Q95QM5
557	h_557	Q95QQ4
738	h_738	Q95QT7
789	h_789	Q95QV8
1051	h_1051	Q95QX5
691	h_691	Q95V25
198	h_198	Q95X44
601	h_601	Q95XC4
1138	h_1138	Q95XD0
1781	h_1781	Q95XD1
743	h_743	Q95XG9
1636	h_1636	Q95XM4
243	h_243	Q95XN1
923	h_923	Q95XN2
1227	h_1227	Q95XN6
1563	h_1563	Q95XP0
1541	h_1541	Q95XQ8
1743	h_1743	Q95XU6
1764	h_1764	Q95XX1
1633	h_1633	Q95XY8
552	h_552	Q95Y12
284	h_284	Q95Y41
38	h_38	Q95Y52
1810	h_1810	Q95Y73
1857	h_1857	Q95Y80
22	h_22	Q95Y87
122	h_122	Q95Y97
330	h_330	Q95YB2
1722	h_1722	Q95YD8
1612	h_1612	Q95YE2
1767	h_1767	Q95YF3
354	h_354	Q95ZJ1
686	h_686	Q95ZN7
1020	h_1020	Q95ZQ3
1598	h_1598	Q95ZQ4
1218	h_1218	Q95ZR9
1249	h_1249	Q95ZS6
118	h_118	Q95ZV7
261	h_261	Q960A1
657	h_657	Q965N3
1108	h_1108	Q965N4
921	h_921	Q965N7
255	h_255	Q965N9
1385	h_1385	Q965Q1
281	h_281	Q965S0
920	h_920	Q965S2
66	h_66	Q965V9
413	h_413	Q965W1
1060	h_1060	Q965W3
278	h_278	Q965X6
18	h_18	Q965Y1
1635	h_1635	Q965Y9
357	h_357	Q966C6
925	h_925	Q966C7
7	h_7	Q966E7
534	h_534	Q966F9
151	h_151	Q966G8
15	h_15	Q966I0
1414	h_1414	Q966I6
544	h_544	Q966W3
1248	h_1248	Q967F4
927	h_927	Q968Y9
105	h_105	Q9BHL6
1378	h_1378	Q9BI71
247	h_247	Q9BI82
970	h_970	Q9BI98
1694	h_1694	Q9BIB8
581	h_581	Q9BIC2
570	h_570	Q9BIG4
1113	h_1113	Q9BKQ5
211	h_211	Q9BKS0
1717	h_1717	Q9BKS1
627	h_627	Q9BKU3
1286	h_1286	Q9BKW4
1482	h_1482	Q9BKZ9
1623	h_1623	Q9BL07
1531	h_1531	Q9BL11
1741	h_1741	Q9BL19
1153	h_1153	Q9BL34
972	h_972	Q9BL35
533	h_533	Q9BL36
425	h_425	Q9BL46
1542	h_1542	Q9BL61
981	h_981	Q9BL73
1677	h_1677	Q9BL79
1251	h_1251	Q9BL81
1666	h_1666	Q9BL83
1300	h_1300	Q9BLB5
1865	h_1865	Q9GNP0
270	h_270	Q9GR61
1004	h_1004	Q9GUG2
1508	h_1508	Q9GUM2
1198	h_1198	Q9GYF1
1355	h_1355	Q9GYG4
1516	h_1516	Q9GYI0
1059	h_1059	Q9GYK2
1055	h_1055	Q9GYK4
1456	h_1456	Q9GYQ7
109	h_109	Q9GYS8
630	h_630	Q9GYT0
46	h_46	Q9GZF3
1596	h_1596	Q9GZH2
1433	h_1433	Q9GZH3
174	h_174	Q9GZI3
546	h_546	Q9N2L7
53	h_53	Q9N2V9
1135	h_1135	Q9N2W5
1447	h_1447	Q9N357
1075	h_1075	Q9N368
26	h_26	Q9N384
317	h_317	Q9N392
2	h_2	Q9N3C7
726	h_726	Q9N3C9
1515	h_1515	Q9N3F1
1597	h_1597	Q9N3F2
1074	h_1074	Q9N3H9
42	h_42	Q9N3S5
1042	h_1042	Q9N3S7
984	h_984	Q9N3S8
272	h_272	Q9N3T2
1871	h_1871	Q9N3T5
1643	h_1643	Q9N3T8
67	h_67	Q9N3X2
1111	h_1111	Q9N3Y4
639	h_639	Q9N426
1134	h_1134	Q9N456
907	h_907	Q9N478
428	h_428	Q9N492
81	h_81	Q9N4A5
463	h_463	Q9N4E9
462	h_462	Q9N4F3
881	h_881	Q9N4H4
1197	h_1197	Q9N4H7
306	h_306	Q9N4I0
909	h_909	Q9N4I4
1458	h_1458	Q9N4J8
215	h_215	Q9N4K2
426	h_426	Q9N4M0
817	h_817	Q9N4N4
1148	h_1148	Q9N4P9
377	h_377	Q9N4S0
1076	h_1076	Q9N4T5
1696	h_1696	Q9N4V3
1088	h_1088	Q9N4Y8
1219	h_1219	Q9N4Z0
1725	h_1725	Q9N501
860	h_860	Q9N517
1362	h_1362	Q9N537
949	h_949	Q9N576
1607	h_1607	Q9N587
160	h_160	Q9N588
1437	h_1437	Q9N590
19	h_19	Q9N599
153	h_153	Q9N5B3
506	h_506	Q9N5C4
1550	h_1550	Q9N5D3
1793	h_1793	Q9N5D6
792	h_792	Q9N5E4
1578	h_1578	Q9N5G1
919	h_919	Q9N5G2
1792	h_1792	Q9N5G3
1823	h_1823	Q9N5G4
647	h_647	Q9N5K2
838	h_838	Q9N5N4
76	h_76	Q9N5R9
796	h_796	Q9N5S1
117	h_117	Q9N5U1
184	h_184	Q9N5V4
1632	h_1632	Q9N5X5
346	h_346	Q9N5Z3
1382	h_1382	Q9NA32
761	h_761	Q9NA62
1773	h_1773	Q9NA91
1413	h_1413	Q9NA98
308	h_308	Q9NAA7
1129	h_1129	Q9NAB4
52	h_52	Q9NAB7
213	h_213	Q9NAF2
553	h_553	Q9NAF8
1267	h_1267	Q9NAG4
230	h_230	Q9NAH6
189	h_189	Q9NAM7
517	h_517	Q9NAN1
232	h_232	Q9NB31
1002	h_1002	Q9NDC9
883	h_883	Q9NEW6
1423	h_1423	Q9NEZ8
1104	h_1104	Q9NF11
1313	h_1313	Q9NGT3
863	h_863	Q9NH52
197	h_197	Q9NHC3
1186	h_1186	Q9TVL3
1604	h_1604	Q9TW65
225	h_225	Q9TXI4
773	h_773	Q9TXJ8
17	h_17	Q9TXM0
1350	h_1350	Q9TXP0
1163	h_1163	Q9TXR4
959	h_959	Q9TXT9
1645	h_1645	Q9TXV7
663	h_663	Q9TXY8
595	h_595	Q9TXZ9
1298	h_1298	Q9TYL2
100	h_100	Q9TYP1
674	h_674	Q9TYQ6
474	h_474	Q9TYQ8
1830	h_1830	Q9TYT3
1067	h_1067	Q9TYU5
916	h_916	Q9TYV5
475	h_475	Q9TYY0
1306	h_1306	Q9TYY8
30	h_30	Q9TZ33
27	h_27	Q9TZ51
964	h_964	Q9TZ58
1559	h_1559	Q9TZ69
340	h_340	Q9TZ93
191	h_191	Q9TZB1
1747	h_1747	Q9TZC4
913	h_913	Q9TZD9
1493	h_1493	Q9TZH6
1187	h_1187	Q9TZI9
210	h_210	Q9TZL8
1207	h_1207	Q9TZM2
1080	h_1080	Q9TZM3
977	h_977	Q9TZS5
849	h_849	Q9TZZ9
322	h_322	Q9U1Q4
119	h_119	Q9U1R7
1101	h_1101	Q9U1W7
1158	h_1158	Q9U1W8
764	h_764	Q9U1Y5
740	h_740	Q9U1Z0
399	h_399	Q9U221
1151	h_1151	Q9U228
56	h_56	Q9U241
1860	h_1860	Q9U263
693	h_693	Q9U283
577	h_577	Q9U294
1299	h_1299	Q9U295
946	h_946	Q9U296
585	h_585	Q9U297
106	h_106	Q9U299
593	h_593	Q9U2C4
385	h_385	Q9U2D0
1779	h_1779	Q9U2D9
551	h_551	Q9U2E2
1376	h_1376	Q9U2E4
379	h_379	Q9U2F2
85	h_85	Q9U2F5
1630	h_1630	Q9U2G5
682	h_682	Q9U2J5
612	h_612	Q9U2J6
1195	h_1195	Q9U2K8
1310	h_1310	Q9U2M4
331	h_331	Q9U2M5
734	h_734	Q9U2P3
841	h_841	Q9U2Q8
778	h_778	Q9U2U0
470	h_470	Q9U2X0
1846	h_1846	Q9U2Z1
669	h_669	Q9U2Z2
1429	h_1429	Q9U2Z5
218	h_218	Q9U302
1289	h_1289	Q9U307
1549	h_1549	Q9U325
104	h_104	Q9U334
830	h_830	Q9U357
745	h_745	Q9U358
733	h_733	Q9U370
767	h_767	Q9U3E2
887	h_887	Q9U3I0
1375	h_1375	Q9U3I7
756	h_756	Q9U3K2
759	h_759	Q9U3L8
180	h_180	Q9U3M2
500	h_500	Q9U3P0
988	h_988	Q9U3P9
14	h_14	Q9U6P6
1095	h_1095	Q9U7D5
148	h_148	Q9U9J8
1576	h_1576	Q9UAQ6
1165	h_1165	Q9UAV3
316	h_316	Q9UAV5
1529	h_1529	Q9UAV8
1232	h_1232	Q9UAX1
1368	h_1368	Q9UB00
573	h_573	Q9UB28
1788	h_1788	Q9XTF3
548	h_548	Q9XTG7
1354	h_1354	Q9XTQ8
995	h_995	Q9XTR1
359	h_359	Q9XTS4
808	h_808	Q9XTU1
614	h_614	Q9XTU9
758	h_758	Q9XTY5
390	h_390	Q9XTZ1
102	h_102	Q9XU10
706	h_706	Q9XU12
568	h_568	Q9XU15
287	h_287	Q9XU81
1404	h_1404	Q9XUG5
1261	h_1261	Q9XUJ7
237	h_237	Q9XUK7
685	h_685	Q9XUN8
1770	h_1770	Q9XUP4
465	h_465	Q9XUS5
126	h_126	Q9XUS7
157	h_157	Q9XUW5
1293	h_1293	Q9XUY2
1513	h_1513	Q9XUY5
1319	h_1319	Q9XV04
288	h_288	Q9XV44
1147	h_1147	Q9XV52
1392	h_1392	Q9XVE5
1685	h_1685	Q9XVE6
847	h_847	Q9XVF7
1282	h_1282	Q9XVH6
1566	h_1566	Q9XVI9
861	h_861	Q9XVJ2
753	h_753	Q9XVJ3
176	h_176	Q9XVK5
1724	h_1724	Q9XVP0
871	h_871	Q9XVQ9
936	h_936	Q9XVR6
1288	h_1288	Q9XVR7
407	h_407	Q9XVS1
276	h_276	Q9XVS7
235	h_235	Q9XVU2
429	h_429	Q9XVU3
510	h_510	Q9XVZ6
1621	h_1621	Q9XVZ9
51	h_51	Q9XW16
120	h_120	Q9XW36
195	h_195	Q9XW37
1801	h_1801	Q9XW53
419	h_419	Q9XW61
388	h_388	Q9XW79
1046	h_1046	Q9XW92
1140	h_1140	Q9XWB7
1534	h_1534	Q9XWE1
862	h_862	Q9XWE6
645	h_645	Q9XWF2
159	h_159	Q9XWV2
1096	h_1096	Q9XWV3
252	h_252	Q9XWW5
447	h_447	Q9XWY8
183	h_183	Q9XWZ3
809	h_809	Q9XX00
1780	h_1780	Q9XX15
1318	h_1318	Q9XX56
129	h_129	Q9XX97
25	h_25	Q9XXC0
144	h_144	Q9XXD0
828	h_828	Q9XXD4
343	h_343	Q9XXD8
1326	h_1326	Q9XXH8
1592	h_1592	Q9XXI1
374	h_374	Q9XXI7
1670	h_1670	Q9XXI9
511	h_511	Q9XXJ0
1274	h_1274	Q9XXJ1
1246	h_1246	Q9XXJ2
560	h_560	Q9XXK1
742	h_742	Q9XXM2
504	h_504	Q9XXU5
37	h_37	Q9XXU9
819	h_819	Q9Y041
1629	h_1629	Q9Y0V6
179	h_179	Q9Y194
220	h_220	Q9Y1J3
