cid,smiles
cid_389,C1=CC2=C(C(=C1)C(=O)O)OC3=C2C=CC=C3C(=O)O
cid_390,C1=CC2=C(C(=C1)O)N=CC=C2
cid_391,C1=CC2=C(C(=C1)OCC(COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)[O-])O)C(=O)C=C(O2)C(=O)[O-]
cid_392,C1=CC2=C(C(=O)N=C2C=C1)NC3=CC=C(C=C3)O
cid_393,C1=CC2=C(C=C1C(=[NH2+])N)NC(=N2)C(=O)C3=NC4=C(N3)C=C(C=C4)C(=[NH2+])N
cid_394,C1=CC2=C(C=C1Cl)C=C(N2)C(=O)NCCOCCOCCNC(=O)C3=CC4=C(N3)C=CC(=C4)Cl
cid_395,C1=CC2=C(C=C1Cl)N(C(=O)N(C2=O)CC3=C(C=C(C=C3)Br)F)CC(=O)O
cid_396,C1=CC2=C(C=C1F)C(=CN2)CC(C(=O)O)N
cid_397,C1=CC2=C(C=C1O)C(=CN2)CC(=O)O
cid_398,C1=CC2=C(C=C1O)C(=CN2)CC(C(=O)O)N
cid_399,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O
cid_400,C1=CC2=C(C=CC(=C2)C(F)(F)P(=O)(O)O)C=C1C(=O)N[C@@H](CCC(=O)O)C(=O)N
cid_401,C1=CC2=C(C=CC3=C2C(=C1)C(=O)NC3=O)N
cid_402,C1=CC2=C(C=CC=C2S(=O)(=O)N)C(=C1)O
cid_403,C1=CC2=C(C=CN=C2)C(=C1)S(=O)(=O)NCCNC/C=C/C3=CC=C(C=C3)Br
cid_404,C1=CC2=C(C=CN=C2)C(=C1)S(=O)(=O)NCCNCCOCC3=CC=C(C=C3)Cl
cid_405,C1=CC2=C(NOC2=CC1=O)C3=CC(=C(C=C3O)O)Br
cid_406,C1=CC2=NC=CN=C2C=C1/C=C\3/C(=O)NC(=O)S3
cid_407,C1=CC=C(C(=C1)/C=N/OCCC(=O)O)C(F)(F)F
cid_408,C1=CC=C(C(=C1)C(=O)CCC(=O)O)N
cid_409,C1=CC=C(C(=C1)C(=O)N)NC2=NC(=NC=C2)NC3=CC(=CC=C3)O
cid_410,C1=CC=C(C(=C1)C(=O)O)C(=O)O
cid_411,C1=CC=C(C(=C1)C(=O)O)N
cid_412,C1=CC=C(C(=C1)C(=O)O)N(C2=CC=CC3=C2C=C(C=C3)O)C(=O)C(=O)O
cid_413,C1=CC=C(C(=C1)C(=O)O)NC(=O)C(=O)O
cid_414,C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC(=C2)C(F)(F)F
cid_415,C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC=C2C(F)(F)F
cid_416,C1=CC=C(C(=C1)C(=O)O)O
cid_417,C1=CC=C(C(=C1)C(F)(F)F)S(=O)(=O)NNC(=O)C2=CC3=C(O2)C=CC(=C3)Cl
cid_418,C1=CC=C(C(=C1)C2=CN3C=CN=C3C(=N2)NCC4=CN=CC=C4)F
cid_419,C1=CC=C(C(=C1)C=O)C=O
cid_420,C1=CC=C(C(=C1)N)[N+](=O)[O-]
cid_421,C1=CC=C(C(=C1)NC(=O)C2=CC(=CC=C2)[N+](=O)[O-])OC3=CC(=C(C=C3)C(=O)O)C(=O)O
cid_422,C1=CC=C(C(=C1)O)Cl
cid_423,C1=CC=C(C(=C1)O)F
cid_424,C1=CC=C(C=C1)C(=O)C(=O)O
cid_425,C1=CC=C(C=C1)C(=O)NC2=NNC3=C2C=C(C=C3)NC(=O)[C@@H](CCN)C4=CC(=CC=C4)Cl
cid_426,C1=CC=C(C=C1)C(=O)[O-]
cid_427,C1=CC=C(C=C1)C(C(=O)O)N
cid_428,C1=CC=C(C=C1)C(C(=O)O)O
cid_429,C1=CC=C(C=C1)C(CCN)OC2=CC=C(C=C2)C(F)(F)F
cid_430,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3
cid_431,C1=CC=C(C=C1)C2=C(OC3=NC=NC(=C23)NCCO)C4=CC=CC=C4
cid_432,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C4=CC=CC=C4C=C3
cid_433,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=CC4=CC=CC=C43
cid_434,C1=CC=C(C=C1)C2=CC3=C(C=NN3C(=C2)NCC4=CN=CN=C4)Br
cid_435,C1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC(=CC(=C3)C(=O)O)C(=O)N
cid_436,C1=CC=C(C=C1)C2=CC=C(C=C2)CC(=O)O
cid_437,C1=CC=C(C=C1)C2=CC=CC=C2CN
cid_438,C1=CC=C(C=C1)C2=CN3C(=CN=C3C(=C2)NCC4=CN=CN=C4)Br
cid_439,C1=CC=C(C=C1)C2=NC3=C(C=NN3C(=C2)NCC4=CC=NC=C4)Br
cid_440,C1=CC=C(C=C1)C2=NC3=C(C=NN3C(=C2)NCC4=CN=CC=C4)CO
cid_441,C1=CC=C(C=C1)C=O
cid_442,C1=CC=C(C=C1)CC(=O)C(=O)O
cid_443,C1=CC=C(C=C1)CC(=O)N
cid_444,C1=CC=C(C=C1)CC(C(=O)O)N
cid_445,C1=CC=C(C=C1)CCC(=O)NC2=CC3=C(C=C2)C=CN3CC[C@H](CO)N4C=C(N=C4)C(=O)N
cid_446,C1=CC=C(C=C1)CCC(=O)O
cid_447,C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O
cid_448,C1=CC=C(C=C1)CCNN
cid_449,C1=CC=C(C=C1)CN
cid_450,C1=CC=C(C=C1)CN2C=CN=C2
cid_451,C1=CC=C(C=C1)CNC(=O)NC2=CC3=C(C=C2)C=CN3CC[C@H](CO)N4C=C(N=C4)C(=O)N
cid_452,C1=CC=C(C=C1)CO
cid_453,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2
cid_454,C1=CC=C(C=C1)COC2=C(N=CC=C2)N
cid_455,C1=CC=C(C=C1)COC=O
cid_456,C1=CC=C(C=C1)CS(=O)(=O)OC[C@@H](C(=O)O)N
cid_457,C1=CC=C(C=C1)C[C@@H](C(=O)O)N
cid_458,C1=CC=C(C=C1)C[C@H](C(=O)O)NC(=O)C(=O)O
cid_459,C1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])Cl
cid_460,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO
cid_461,C1=CC=C(C=C1)NC2=CC=CC3=C2C(=CC=C3)S(=O)(=O)O
cid_462,C1=CC=C(C=C1)O
cid_463,C1=CC=C(C=C1)OC2=CC=C(C=C2)C(=O)NCC3=CC=CC=N3
cid_464,C1=CC=C(C=C1)S(=O)(=O)N(CC(F)(F)F)C2=CC=C(C=C2)C(C(F)(F)F)(C(F)(F)F)O
cid_465,C1=CC=C(C=C1)SC2=CC=CC3=C2C(=NC(=N3)N)N
cid_466,C1=CC=C(C=C1)[C@@H](CC2=CC(=C(C=C2)C(F)(F)P(=O)(O)O)Br)C(=O)C3=CC=CC=C3
cid_467,C1=CC=C(C=C1)[C@@H](CN)NC(=O)C2=CC=C(S2)C3=C4C=CNC4=NC=C3
cid_468,C1=CC=C2C(=C1)C(=C(N2)C3=C4C=CC=CC4=NC3=O)NO
cid_469,C1=CC=C2C(=C1)C(=C(N2)O)C[C@@H](C(=O)O)N
cid_470,C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)N
cid_471,C1=CC=C2C(=C1)C(=C3N2C4=CC=CC=C4C(=O)N3)CC(=O)O
cid_472,C1=CC=C2C(=C1)C(=CC=N2)C3=C(NN=C3)C4=CC=CC=N4
cid_473,C1=CC=C2C(=C1)C(=CC=[N+]2[O-])[N+](=O)[O-]
cid_474,C1=CC=C2C(=C1)C(=CN2)C(C(COP(=O)(O)O)O)O
cid_475,C1=CC=C2C(=C1)C(=CN2)CC(=O)N
cid_476,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N
cid_477,C1=CC=C2C(=C1)C(=CN2)CCC(=O)O
cid_478,C1=CC=C2C(=C1)C(=CN2)CCN
cid_479,C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)N)N
cid_480,C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N
cid_481,C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C4N=CN=C5N)O)O)N
cid_482,C1=CC=C2C(=C1)C(=NN2)C(=O)NC3=CC=C(C=C3)S(=O)(=O)N
cid_483,C1=CC=C2C(=C1)C(=O)/C(=C/3\C4=C(C=CC(=C4)Br)NC3=O)/N2
cid_484,C1=CC=C2C(=C1)C(=O)/C(=C/3\C4=C(C=CC(=C4)S(=O)(=O)O)NC3=O)/N2
cid_485,C1=CC=C2C(=C1)C(=O)C(=C(O2)O)CC3=C(OC4=CC=CC=C4C3=O)O
cid_486,C1=CC=C2C(=C1)C(=O)C=C(O2)C3=CC=C(C=C3)Br
cid_487,C1=CC=C2C(=C1)C(=O)C=C(O2)O
cid_488,C1=CC=C2C(=C1)C3=C(C4=CC=CC=C4C3=O)N(C2=O)CCCC(=O)O
cid_489,C1=CC=C2C(=C1)C3=CC=CC=C3C4=CC=CC=C24
cid_490,C1=CC=C2C(=C1)C3=CC=CC=C3N2
cid_491,C1=CC=C2C(=C1)C3=NNC4=CC=CC(=C43)C2=O
cid_492,C1=CC=C2C(=C1)C=C3C=CC=CC3=N2
cid_493,C1=CC=C2C(=C1)C=CC(=C2O)C(=O)O
cid_494,C1=CC=C2C(=C1)C=CC(=N2)COC3=CC=C(C=C3)C4=C(C=NN4)C5=CC=NC=C5
cid_495,C1=CC=C2C(=C1)C=CC(=O)O2
cid_496,C1=CC=C2C(=C1)C=CC3=CC4=CC=CC=C4C=C32
cid_497,C1=CC=C2C(=C1)C=CC=C2CC(=O)O
cid_498,C1=CC=C2C(=C1)C=CC=C2COC3=C(N=CC=C3)N
cid_499,C1=CC=C2C(=C1)C=CC=C2N
cid_500,C1=CC=C2C(=C1)C=CC=C2NC(=O)CF
cid_501,C1=CC=C2C(=C1)C=CC=N2
cid_502,C1=CC=C2C(=C1)C=CN2
cid_503,C1=CC=C2C(=C1)C=NC3=CC=CC=C23
cid_504,C1=CC=C2C(=C1)N=C(S2)[C@H](C#N)C3=NC(=NC=C3)NCCC4=CN=CC=C4
cid_505,C1=CC=C2C(=C1)NC(=N2)NCC3=CC=C(S3)C4=CSC(=N4)N=C(N)N
cid_506,C1=CC=C2C(=C1)NC=N2
cid_507,C1=CC=C2C(=C1)OC3=CC=CC=C3O2
cid_508,C1=CC=C2C=C(C(=CC2=C1)C(=O)O)O
cid_509,C1=CC=C2C=C(C=CC2=C1)C3=CN=C4C(=C3)C(=CN4)C5=CC=C(C=C5)CC(=O)O
cid_510,C1=CC=C2C=C(C=CC2=C1)C[C@@H](C(=O)O)N
cid_511,C1=CC=C2C=C3C=C4C=C5C=CC=CC5=CC4=CC3=CC2=C1
cid_512,C1=CC=C2C=CC=CC2=C1
cid_513,C1=CC=NC(=C1)C2=CC=CC=N2
cid_514,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N
cid_515,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O
cid_516,C1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O
cid_517,C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O
cid_518,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O
cid_519,C1=CN(C(=O)NC1=O)C[C@@H](C(=O)O)N
cid_520,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O
cid_521,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O)O)O
cid_522,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O
cid_523,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O
cid_524,C1=CN(C2=C1C(=NC=N2)N)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O
cid_525,C1=CN(C=C1)C(=O)C2=C(C=C(C=C2O)O)O
cid_526,C1=CN=C(N=C1)[NH2+]S(=[OH+])(=O)C2=CC=C(C=C2)N
cid_527,C1=CN=C2C(=N1)C=NC=N2
cid_528,C1=CNC(=O)NC1=O
cid_529,C1=CNC2=CC(=C(C=C21)C(=O)O)NC(=O)C(=O)O
cid_530,C1=CSC(=C1)C(=O)CC(=O)C(F)(F)F
cid_531,C1=CSC(=C1)C[C@@H](C(=O)O)N
cid_532,C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O
cid_533,C1=NC(=O)C2=C(N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O
cid_534,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CO)O)O
cid_535,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(CP(=O)(O)O)O)O)O
cid_536,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O
cid_537,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OC(=O)C(CO)N)O)O
cid_538,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(CP(=O)(O)O)O)O)O
cid_539,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O
cid_540,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O
cid_541,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O
cid_542,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O
cid_543,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O
cid_544,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@H](O4)O)O)O)O)O
cid_545,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O
cid_546,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O
cid_547,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CSCCC(C(=O)O)N)O)O
cid_548,C1=NC2=C(C(=N1)N[C@@H](CC(=O)O)C(=O)O)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O
cid_549,C1=NC2=C(N1)C(=NC=N2)N
cid_550,C1=NC2=C(N1)C(=O)N=C(N2)N
cid_551,C1=NC2=C(N1)C(=O)NC(=O)N2
cid_552,C1=NC2=C(N1C3C(C(C(O3)CO)O)O)NC(=NC2=O)N
cid_553,C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OC4C(C(C(C(O4)CO)O)O)O)O)O)NC(=NC2=O)N
cid_554,C1=NC2=C(N1COC(CO)CO)NC(=NC2=O)N
cid_555,C1=NC2=C(N1COCCO)NC(=NC2=O)N
cid_556,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=C(N=C2N)F
cid_557,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)NC(=NC2=O)N
cid_558,C1C(=NO[C@@]12[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C3=CC=CC=C3
cid_559,C1C(=O)N([C@@H](S1)C2=CC(=CC=C2)Br)C3=C(C=CC(=C3)Cl)O
cid_560,C1C(=O)NC2=C(C=C(C=C2)Cl)C(S1)C3=CC=CC=C3Cl
cid_561,C1C(=O)NC=N1
cid_562,C1C(=O)NCC(=O)N1
cid_563,C1C(=O)NS(=O)(=O)N1C2=CC=CC=C2
cid_564,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N
cid_565,C1C(C(C(C1N2C=NC3=C2N=CN=C3N)O)O)CO
cid_566,C1C(C(OC1N2C=C(C(=O)NC2=O)Br)COP(=O)(O)O)O
cid_567,C1C(C(OC1N2C=C(C(=O)NC2=O)F)COP(=O)(O)O)O
cid_568,C1C(C(OC1N2C=C(C(=O)NC2=O)I)CO)O
cid_569,C1C(C(OC1N2C=NC3=C2NC(=NC3=O)N)COP(=O)(O)O)O
cid_570,C1C(C1C(=O)O)C(C(=O)O)N
cid_571,C1C(CNC1C(=O)O)O
cid_572,C1C(CNC2=C1C(=O)N=C(N2)N)CCC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
cid_573,C1C(N(C2=C(N1)NC(=NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
cid_574,C1C(O1)CO
cid_575,C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=CC=C3O
cid_576,C1C2=C(C3=CC=CC=C3NC1=O)NC4=C2C=C(C=C4)[N+](=O)[O-]
cid_577,C1C2=CC(=CC(=C2OCO1)CN3C4=C(C=C(C=C4)F)/C(=N\O)/C3=O)F
cid_578,C1C2C(C(C(O2)N3C4=C(C(=NC=N4)N)N=C3Br)O)OP(=O)(O1)[O-]
cid_579,C1C2C3=CC=CC=C3CC4=CC=CC=C4N2C(=N1)N
cid_580,C1C2CC3CC1CC(C2)(C3)N
cid_581,C1C=CC(=C1C(=O)O)C(=O)NC2=C(C(=C(C(=C2F)F)C3=CC(=CC=C3)OC(F)(F)F)F)F
cid_582,C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C4N=CN=C5N)O)O)O)O
cid_583,C1C=C[C@H]2C(=C1)C=CC3=C(N2CC4=CN=C5C(=N4)C(=NC(=N5)N)N)C=CC(=C3)O
cid_584,C1CC(=C(C1)C(=O)O)C(=O)NC2=C(C=C(C=C2F)C3=CC(=CC=C3)OC(F)(F)F)F
cid_585,C1CC(=O)CC(=O)C1
cid_586,C1CC(=O)NC1C(=O)O
cid_587,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl
cid_588,C1CC(=O)N[C@H]1COC2=NC(=NC3=C2NC=N3)N
cid_589,C1CC(=O)OC1
cid_590,C1CC(=O)OC1=O
cid_591,C1CC(C(CNC1)NC(=O)C2=CC=C(C=C2)O)OC(=O)C3=CC(=C(C(=C3)O)C(=O)C4=C(C=CC=C4O)C(=O)O)O
cid_592,C1CC(C(OC1CN)OC2C(CC(C(C2O)OC3C(C(C(C(O3)CO)O)N)O)N)N)N
cid_593,C1CC(CNC1)C(=O)O
cid_594,C1CC(NC1)C(=O)O
cid_595,C1CC(OC1)N2C=C(C(=O)NC2=O)F
cid_596,C1CC(OC1)N2C=NC3=C2N=CN=C3N
cid_597,C1CC1(C(=O)O)N
cid_598,C1CC1C2=CC(=NN2)NC(=O)C3=CC=CC=C3
cid_599,C1CC1C2=CC(=NN2)NC(=O)CC3=CC4=CC=CC=C4C=C3
cid_600,C1CC1CN2C=NC(=C2C3=CC=NC=C3)C4=CC=C(C=C4)F
cid_601,C1CC1NC2=NC=CC(=N2)C3=C4C=CC=NN4N=C3
cid_602,C1CC2=C(C1)N(C(=O)NC2=O)C[C@@H](C(=O)O)N
cid_603,C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4
cid_604,C1CC2=CC=CC=C2C1
cid_605,C1CC2=CC=CC=C2[C@@H]([C@H]1N)O
cid_606,C1CC2CCC3C4CCC(CC4CCC3C2C1)O
cid_607,C1CC=C(C2=C(C1)ONC2=O)C[C@@H](C(=O)O)N
cid_608,C1CCC(=O)CC1
cid_609,C1CCC(=O)CC2=C(C(=CC(=C2Cl)O)O)C(=O)OCC/C=C/C1
cid_610,C1CCC(C(C1)N)N
cid_611,C1CCC(C1)(C(=O)O)N
cid_612,C1CCC(C1)(CN)C2=CC=CC=C2
cid_613,C1CCC(C1)NC2=NC=NC3=C2N=CN3C4C(C(C(O4)CO)O)O
cid_614,C1CCC(CC1)(C2=CC=CC=C2)N3CCCCC3
cid_615,C1CCC(CC1)(CC(=O)O)CN
cid_616,C1CCC(CC1)C(=O)O
cid_617,C1CCC(CC1)C2=C3C(=NN2)C4=C(C3=O)C(=CC=C4)NC(=O)CN5CCC(CC5)CN
cid_618,C1CCC(CC1)CCCCCO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O
cid_619,C1CCC(CC1)COC2=NC(=NC(=C2N=O)N)N
cid_620,C1CCC(CC1)COC2=NC(=NC(=C2N=O)N)NC3=CC=C(C=C3)C(=O)N
cid_621,C1CCC(CC1)COC2=NC(=NC3=C2NC=N3)N
cid_622,C1CCC(CC1)COC2=NC(=NC3=C2NC=N3)NC4=CC(=CC=C4)Cl
cid_623,C1CCC(CC1)COC2=NC(=NC3=C2NC=N3)NC4=CC(=CC=C4)S(=O)(=O)N
cid_624,C1CCC(CC1)COC2=NC(=NC3=C2NC=N3)NC4=CC=C(C=C4)C(=O)N
cid_625,C1CCC(CC1)COC2=NC(=NC3=C2NC=N3)NC4=CC=C(C=C4)O
cid_626,C1CCC(CC1)COC2=NC(=NC3=C2NC=N3)NC4=CC=C(C=C4)S(=O)(=O)CCNCCCO
cid_627,C1CCC(CC1)COC2=NC(=NC3=C2NC=N3)NC4=CC=C(C=C4)S(=O)(=O)N
cid_628,C1CCC(CC1)COC2=NC(=NC3=C2NC=N3)NC4=CC=CC=C4
cid_629,C1CCC(CC1)N
cid_630,C1CCC(CC1)NC2=NC(=NC3=C2NC=N3)NC4=CC=C(C=C4)N5CCOCC5
cid_631,C1CCC(CC1)NCCCS(=O)(=O)O
cid_632,C1CCC(CC1)O
cid_633,C1CCC(CC1)OC2=NC3=NC=NN3C(=C2)NC4=CC=C(C=C4)S(=O)(=O)N
cid_634,C1CCC1
cid_635,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4
cid_636,C1CCC2(CC1)C(=O)N[C@H](C(=O)NC[C@@H](C/C=C/[C@@H](CC(=O)N2)C3=CC=C(C=C3)CP(=O)(O)O)CC4=CC=CC5=CC=CC=C54)CC(=O)N
cid_637,C1CCC2=C(CC1)C(=O)OC3=C2C=CC(=C3)OS(=O)(=O)N
cid_638,C1CCC2=C(P(C(=C2C1)C3=CC=CC=N3)C4=CC=CC=C4)C5=CC=CC=N5
cid_639,C1CCC2=NC3=CC=CC=C3C(=C2C1)NCC4=CC(=CC=C4)I
cid_640,C1CCC2=NC3=CC=CC=C3C(=C2C1)NCC4=CC=CC=C4
cid_641,C1CCC2CCCCC2C1
cid_642,C1CCCNCC1
cid_643,C1CCN(C1)C(=O)[C@@H]2CN(C[C@@H]2N)C(=O)C3=NC4=CC=CC=C4N=C3
cid_644,C1CCN(C1)CC2=CC=C(C=C2)N/C=C\3/C4=C(C=CC(=C4)Br)C(=O)NC3=O
cid_645,C1CCN(CC1)C2(CCN(CC2)CCCN3C4=CC=CC=C4CCC5=CC=CC=C53)C(=O)N
cid_646,C1CCN(CC1)CC2=CC3=C/C(=C/4\C5=C(C=C(C=C5)C6=NNN=C6CO)NN4)/N=C3C=C2
cid_647,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O
cid_648,C1CCN(CC1)CCOC2=CC=C(C=C2)C3=CN4C(=C(C=N4)C5=CC=NC=C5)N=C3
cid_649,C1CCN(CC1)CCOC2=CC=C(C=C2)[C@@H]3C4=C(CCN3C5=CC=CC=C5)C=C(C=C4)O
cid_650,C1CCN2C(C1)NC(=O)C23CCN(CC3)CCCN4C5=CC=CC=C5CCC6=C4C=C(C=C6)Cl
cid_651,C1CCNC(C1)C(=O)O
cid_652,C1CCNCC1
cid_653,C1CCOC1
cid_654,C1CC[N+]2(C1)C3CCC2CC(C3)OC(=O)C(C4=CC=CC=C4)(C5=CC=CC=C5)O
cid_655,C1CN(CC1(F)F)C(=O)[C@@H]2C[C@@H](CN2)N3CCN(CC3)C4=NC=CC=N4
cid_656,C1CN(CC2=C1N=CN2)C3=NC=NC4=C3C(=CN4)Cl
cid_657,C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl
cid_658,C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F
cid_659,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F
cid_660,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F
cid_661,C1CN(CCC1C2=C(C(=NN2)C3=CC=C(C=C3)Cl)C4=NC=NC=C4)C(=O)CO
cid_662,C1CN(CCC1C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)NCC(=O)O
cid_663,C1CN(CCC1C2=CN(C3=C2C=C(C=C3)Cl)C4=CC=C(C=C4)F)CCN5CCNC5=O
cid_664,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O
cid_665,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F
cid_666,C1CN(CCC1NCC2=CC=CC=C2O)S(=O)(=O)NC3=CC(=CC=C3)OC4=CC=C(C=C4)F
cid_667,C1CN(CCC1O)C(=O)[C@H](CC2=CC=C(C=C2)F)NC(=O)C3=CC4=C(N3)C=CC(=C4)Cl
cid_668,C1CN(CCN1)C2=CC3=C(CNC(=O)N3C4=C(C=CC=C4Cl)Cl)C(=C2)C5=C(C=C(C=C5)F)F
cid_669,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl
cid_670,C1CN(CCN1C/C=C/C2=CC=CC=C2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F
cid_671,C1CN(CCN1C/C=C/C2=CC=CC=C2)C(C3=CC=CC=C3)C4=CC=CC=C4
cid_672,C1CN(CCN1CC/C=C\2/C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO
cid_673,C1CN(CCN1CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO
cid_674,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl
cid_675,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO
